Word,Valence,Arousal,Dominance,subject_centric
ineffective,0.093,0.422,0.094,0
ineffectual,0.163,0.412,0.2,0
inefficiency,0.092,0.466,0.181,0
inefficient,0.19,0.46,0.173,0
inelastic,0.396,0.426,0.385,0
ineligible,0.143,0.377,0.457,0
inept,0.156,0.418,0.209,0
ineptitude,0.177,0.471,0.25,0
inequality,0.122,0.575,0.259,0
inequitable,0.281,0.519,0.373,0
inert,0.323,0.18,0.319,0
inertia,0.344,0.288,0.322,0
inevitable,0.316,0.419,0.623,0
inexact,0.153,0.459,0.17,0
inexcusable,0.271,0.582,0.546,0
inexhaustible,0.602,0.541,0.643,0
inexpensive,0.694,0.414,0.26,0
inexperience,0.208,0.614,0.151,0
inexperienced,0.281,0.473,0.231,0
inexplicable,0.224,0.635,0.443,0
inexpressible,0.198,0.608,0.364,0
infallibility,0.583,0.663,0.764,0
infallible,0.776,0.687,0.809,0
infamous,0.146,0.58,0.472,0
infamy,0.177,0.676,0.421,0
infancy,0.75,0.399,0.37,0
infant,0.802,0.431,0.328,0
infanticide,0.167,0.856,0.443,0
infantile,0.604,0.382,0.259,0
infantry,0.531,0.684,0.791,0
infarct,0.08,0.846,0.386,0
infatuated,0.729,0.764,0.417,1
infatuation,0.844,0.745,0.53,0
infeasible,0.245,0.472,0.236,0
infect,0.102,0.777,0.424,0
infection,0.083,0.735,0.407,0
infectious,0.142,0.76,0.422,0
infer,0.449,0.49,0.453,0
inference,0.359,0.479,0.398,0
inferential,0.426,0.451,0.455,0
inferior,0.26,0.254,0.106,0
inferiority,0.177,0.43,0.205,0
infernal,0.083,0.837,0.571,0
inferno,0.051,0.857,0.463,0
infertile,0.274,0.458,0.255,0
infertility,0.17,0.664,0.328,0
infestation,0.256,0.776,0.527,0
infidel,0.177,0.74,0.404,0
infidelity,0.062,0.777,0.392,0
infield,0.51,0.571,0.438,0
infiltrate,0.408,0.745,0.587,0
infiltration,0.265,0.792,0.536,0
infinite,0.724,0.583,0.735,0
infinitely,0.688,0.643,0.829,0
infinitesimal,0.388,0.472,0.496,0
infinity,0.516,0.459,0.805,0
infirm,0.115,0.521,0.21,0
infirmary,0.5,0.438,0.517,0
infirmity,0.094,0.482,0.252,0
inflammation,0.146,0.765,0.423,0
inflammatory,0.177,0.642,0.404,0
inflatable,0.51,0.51,0.4,0
inflate,0.305,0.569,0.462,0
inflated,0.303,0.431,0.617,0
inflation,0.219,0.792,0.508,0
inflection,0.385,0.635,0.377,0
inflict,0.167,0.76,0.609,0
infliction,0.302,0.722,0.571,0
inflorescence,0.459,0.344,0.412,0
influence,0.622,0.663,0.824,0
influential,0.899,0.688,0.944,0
influenza,0.271,0.718,0.321,0
influx,0.622,0.635,0.575,0
info,0.75,0.33,0.642,0
infomercial,0.427,0.462,0.555,0
inform,0.723,0.582,0.679,0
informal,0.48,0.398,0.441,0
informant,0.604,0.612,0.719,0
information,0.765,0.37,0.711,0
informative,0.812,0.419,0.741,0
informed,0.543,0.298,0.617,0
informer,0.521,0.578,0.58,0
infraction,0.245,0.66,0.471,0
infrared,0.469,0.588,0.526,0
infrastructure,0.604,0.46,0.694,0
infrequent,0.312,0.377,0.192,0
infrequently,0.204,0.25,0.327,0
infringement,0.153,0.8,0.481,0
infuriate,0.102,0.934,0.596,1
infuriated,0.073,0.93,0.51,1
infuriates,0.135,0.913,0.627,0
infuriating,0.139,0.87,0.509,1
infuse,0.38,0.705,0.589,0
infused,0.385,0.473,0.546,0
infuser,0.469,0.433,0.536,0
infusion,0.583,0.365,0.453,0
ingenious,0.76,0.69,0.891,0
ingenuity,0.708,0.59,0.868,0
ingest,0.51,0.559,0.473,0
ingestion,0.429,0.612,0.512,0
ingot,0.688,0.444,0.615,0
ingrained,0.531,0.49,0.712,0
ingrate,0.235,0.606,0.327,0
ingredient,0.792,0.373,0.451,0
ingress,0.601,0.366,0.736,0
inhabit,0.656,0.378,0.556,0
inhabitant,0.604,0.356,0.519,0
inhabited,0.667,0.361,0.51,0
inhabiting,0.458,0.44,0.598,0
inhalation,0.51,0.613,0.464,0
inhale,0.427,0.34,0.492,0
inhaler,0.408,0.5,0.349,0
inherent,0.562,0.439,0.48,0
inherit,0.745,0.546,0.694,0
inheritance,0.9,0.565,0.798,0
inhibit,0.167,0.479,0.447,0
inhibition,0.265,0.392,0.534,0
inhibitor,0.281,0.45,0.471,0
inhospitable,0.265,0.531,0.395,0
inhuman,0.107,0.66,0.492,0
inhumane,0.104,0.587,0.402,0
inhumanity,0.143,0.54,0.405,0
inimaginable,0.542,0.636,0.534,0
inimical,0.26,0.823,0.556,0
inimitable,0.571,0.413,0.79,0
iniquity,0.219,0.567,0.425,0
initial,0.583,0.314,0.539,0
initiate,0.719,0.48,0.553,0
initiated,0.76,0.49,0.65,0
initiation,0.698,0.529,0.527,0
initiative,0.833,0.615,0.768,0
inject,0.406,0.735,0.596,0
injection,0.281,0.741,0.518,0
injunction,0.281,0.422,0.519,0
injure,0.177,0.71,0.364,1
injured,0.083,0.68,0.302,0
injuring,0.073,0.79,0.245,0
injurious,0.177,0.759,0.366,0
injury,0.049,0.769,0.287,1
injustice,0.082,0.755,0.444,0
ink,0.471,0.408,0.235,0
inkling,0.448,0.551,0.57,0
inland,0.51,0.417,0.423,0
inlay,0.406,0.531,0.565,0
inlet,0.646,0.378,0.466,0
inmate,0.235,0.663,0.398,0
inn,0.66,0.284,0.475,0
innards,0.302,0.48,0.4,0
innate,0.49,0.4,0.521,0
inner,0.551,0.216,0.443,0
innermost,0.583,0.5,0.51,0
innerpeace,0.714,0.318,0.551,0
inning,0.602,0.315,0.52,0
innings,0.573,0.487,0.443,0
innkeeper,0.578,0.224,0.472,0
innocence,0.802,0.26,0.307,0
innocent,0.729,0.206,0.34,0
innocently,0.776,0.25,0.302,0
innocuous,0.51,0.321,0.172,0
innovate,0.898,0.872,0.75,0
innovation,0.949,0.68,0.89,0
innovative,0.88,0.64,0.83,0
innuendo,0.467,0.67,0.463,0
innumerable,0.667,0.445,0.704,0
inoculation,0.333,0.57,0.598,0
inoperable,0.184,0.422,0.304,0
inoperative,0.138,0.425,0.273,0
inordinate,0.163,0.63,0.33,0
inorganic,0.385,0.345,0.282,0
input,0.643,0.337,0.527,0
inquest,0.458,0.569,0.721,0
inquire,0.583,0.519,0.363,0
inquirer,0.573,0.598,0.776,0
inquiring,0.479,0.51,0.5,0
inquiry,0.541,0.42,0.536,0
inquisitive,0.301,0.637,0.615,0
inquisitor,0.385,0.873,0.642,0
insane,0.062,0.67,0.265,0
insanity,0.098,0.847,0.337,0
insatiable,0.375,0.656,0.558,0
inscription,0.592,0.422,0.542,0
inscrutable,0.459,0.541,0.613,0
insect,0.276,0.633,0.242,0
insecticide,0.188,0.598,0.43,0
insecure,0.114,0.538,0.132,0
insecurity,0.094,0.647,0.35,0
insemination,0.542,0.644,0.622,0
insensitive,0.219,0.471,0.302,0
inseparable,0.7,0.52,0.571,0
insert,0.481,0.552,0.519,0
inserted,0.479,0.402,0.476,0
insertion,0.521,0.52,0.565,0
inside,0.612,0.404,0.472,0
insider,0.625,0.562,0.75,0
insidious,0.146,0.622,0.48,0
insight,0.613,0.363,0.649,0
insightful,0.664,0.691,0.713,0
insignia,0.665,0.282,0.685,0
insignificance,0.25,0.216,0.222,0
insignificant,0.083,0.306,0.114,0
insinuate,0.292,0.635,0.413,0
insipid,0.214,0.25,0.241,0
insist,0.635,0.651,0.688,0
insistence,0.418,0.704,0.645,0
insistent,0.552,0.635,0.701,0
insists,0.49,0.587,0.61,0
insolence,0.115,0.731,0.402,0
insolent,0.112,0.663,0.343,0
insoluble,0.439,0.29,0.414,0
insolvency,0.323,0.431,0.3,0
insolvent,0.23,0.481,0.318,0
insomnia,0.198,0.611,0.373,0
insomniac,0.231,0.367,0.329,0
inspect,0.479,0.603,0.793,0
inspection,0.459,0.63,0.718,0
inspector,0.418,0.58,0.852,0
inspiration,0.938,0.6,0.779,0
inspirational,0.927,0.72,0.81,0
inspire,0.918,0.627,0.759,0
inspired,0.967,0.702,0.736,0
instability,0.177,0.76,0.353,0
install,0.63,0.583,0.736,0
installation,0.656,0.469,0.759,0
installment,0.619,0.396,0.483,0
instance,0.547,0.45,0.558,0
instant,0.766,0.454,0.554,0
instantaneous,0.75,0.5,0.585,0
instantaneously,0.656,0.64,0.6,0
instigate,0.278,0.765,0.642,0
instigation,0.323,0.769,0.648,0
instill,0.562,0.49,0.618,0
instinct,0.771,0.602,0.642,0
instinctive,0.752,0.575,0.694,0
institute,0.604,0.48,0.807,0
institution,0.58,0.311,0.79,0
instruct,0.729,0.49,0.833,0
instructed,0.74,0.388,0.722,0
instruction,0.656,0.434,0.736,0
instructional,0.698,0.5,0.773,0
instructions,0.582,0.302,0.556,0
instructive,0.583,0.42,0.643,0
instructor,0.771,0.49,0.782,0
instrument,0.562,0.537,0.655,0
instrumental,0.74,0.472,0.647,0
instrumentalist,0.656,0.54,0.74,0
instrumentality,0.637,0.51,0.618,0
insubordination,0.281,0.775,0.634,0
insufferable,0.22,0.784,0.291,0
insufficiency,0.115,0.431,0.21,0
insufficient,0.188,0.38,0.093,0
insufficiently,0.147,0.509,0.198,0
insular,0.531,0.426,0.465,0
insulate,0.365,0.358,0.286,0
insulated,0.208,0.265,0.304,0
insulation,0.245,0.327,0.264,0
insulin,0.429,0.472,0.375,0
insult,0.085,0.831,0.389,1
insulting,0.094,0.84,0.412,1
insurance,0.714,0.308,0.825,0
insure,0.7,0.415,0.698,0
insurgent,0.235,0.735,0.66,0
insurmountable,0.62,0.627,0.737,0
insurrection,0.229,0.706,0.582,0
intact,0.716,0.212,0.602,0
intake,0.604,0.527,0.442,0
intangible,0.525,0.48,0.473,0
integer,0.573,0.327,0.595,0
integral,0.59,0.337,0.615,0
integrate,0.729,0.39,0.7,0
integration,0.771,0.48,0.737,0
integrity,0.865,0.413,0.848,0
intellect,0.844,0.418,0.87,0
intellectual,0.906,0.455,0.845,0
intelligence,0.833,0.587,0.885,0
intelligent,0.917,0.541,0.868,0
intelligibility,0.74,0.481,0.689,0
intelligible,0.635,0.48,0.691,0
intend,0.562,0.52,0.519,0
intended,0.406,0.542,0.587,0
intending,0.51,0.567,0.597,0
intense,0.592,0.774,0.679,0
intensely,0.694,0.846,0.75,0
intensify,0.604,0.87,0.737,0
intensity,0.622,0.93,0.952,0
intensive,0.57,0.842,0.776,0
intent,0.55,0.481,0.5,0
intention,0.531,0.48,0.636,0
intentional,0.65,0.615,0.75,0
intentionally,0.45,0.676,0.696,0
inter,0.51,0.375,0.466,0
interact,0.822,0.69,0.759,0
interaction,0.646,0.735,0.75,0
interactive,0.727,0.811,0.77,0
intercede,0.582,0.577,0.63,0
intercept,0.221,0.66,0.676,0
interception,0.327,0.673,0.643,0
intercession,0.503,0.486,0.598,0
interchange,0.615,0.527,0.565,0
interchangeable,0.615,0.459,0.526,0
interchanged,0.396,0.472,0.434,0
intercom,0.623,0.429,0.453,0
intercourse,0.551,0.608,0.557,0
interdependence,0.608,0.618,0.639,0
interdependent,0.41,0.482,0.598,0
interdiction,0.337,0.5,0.585,0
interest,0.78,0.667,0.618,1
interested,0.75,0.529,0.725,1
interesting,0.927,0.726,0.731,1
interface,0.643,0.357,0.6,0
interfere,0.323,0.714,0.471,0
interference,0.396,0.736,0.357,0
interferometer,0.51,0.51,0.517,0
intergalactic,0.562,0.661,0.741,0
interim,0.604,0.4,0.524,0
interior,0.618,0.157,0.462,0
interject,0.333,0.648,0.658,0
interlocutory,0.49,0.5,0.527,0
interlude,0.47,0.417,0.377,0
intermediary,0.427,0.51,0.643,0
intermediate,0.48,0.368,0.4,0
interment,0.235,0.608,0.346,0
interminable,0.327,0.481,0.561,0
intermission,0.49,0.36,0.402,0
intermittent,0.337,0.565,0.436,0
intern,0.459,0.46,0.392,0
internal,0.439,0.349,0.423,0
internally,0.615,0.4,0.616,0
international,0.8,0.519,0.702,0
internet,0.76,0.462,0.755,0
internship,0.59,0.51,0.482,0
interoffice,0.439,0.375,0.556,0
interpolate,0.46,0.49,0.569,0
interpolation,0.419,0.506,0.528,0
interpret,0.646,0.625,0.673,0
interpretation,0.677,0.594,0.62,0
interpreter,0.708,0.461,0.596,0
interpretive,0.531,0.549,0.595,0
interrelated,0.615,0.469,0.592,0
interrogate,0.323,0.808,0.68,0
interrogation,0.302,0.827,0.657,0
interrupt,0.21,0.635,0.509,0
interrupted,0.281,0.559,0.333,0
interrupting,0.146,0.593,0.509,0
interruption,0.184,0.632,0.425,0
interrupts,0.204,0.545,0.389,0
intersect,0.521,0.51,0.48,0
intersection,0.344,0.541,0.658,0
interstate,0.52,0.443,0.6,0
interstellar,0.708,0.702,0.622,0
interstitial,0.333,0.471,0.534,0
interval,0.51,0.284,0.4,0
intervene,0.52,0.677,0.768,0
intervening,0.398,0.627,0.442,0
intervention,0.388,0.696,0.689,0
interview,0.573,0.77,0.619,0
interviewer,0.552,0.736,0.816,0
interworking,0.552,0.587,0.691,0
intestate,0.459,0.467,0.415,0
intestinal,0.357,0.531,0.37,0
intestine,0.343,0.45,0.38,0
intestines,0.292,0.547,0.398,0
intimacy,0.857,0.802,0.558,0
intimate,0.724,0.598,0.393,0
intimately,0.806,0.573,0.59,0
intimation,0.406,0.673,0.5,0
intimidate,0.21,0.804,0.632,1
intimidated,0.177,0.663,0.208,1
intimidating,0.229,0.79,0.708,1
intimidation,0.177,0.791,0.644,0
intolerable,0.146,0.66,0.439,0
intolerance,0.052,0.704,0.52,0
intolerant,0.135,0.676,0.509,0
intonation,0.615,0.442,0.598,0
intoxicated,0.079,0.824,0.246,0
intoxicating,0.224,0.76,0.464,0
intoxication,0.323,0.71,0.4,0
intracranial,0.281,0.602,0.553,0
intractable,0.154,0.694,0.302,0
intramural,0.49,0.464,0.447,0
intravenous,0.357,0.538,0.458,0
intrepid,0.753,0.696,0.637,0
intricate,0.559,0.704,0.5,0
intrigue,0.362,0.83,0.327,1
intriguing,0.422,0.713,0.462,1
intrinsic,0.406,0.471,0.526,0
intrinsically,0.459,0.382,0.538,0
intro,0.51,0.331,0.657,0
introduce,0.592,0.559,0.648,0
introduction,0.612,0.413,0.64,0
introductory,0.635,0.368,0.593,0
introspection,0.603,0.337,0.575,0
introspective,0.552,0.36,0.471,0
intrude,0.058,0.735,0.48,0
intruder,0.146,0.74,0.324,0
intrusion,0.293,0.641,0.67,0
intrusive,0.461,0.607,0.538,0
intubation,0.276,0.598,0.526,0
intuition,0.857,0.508,0.602,0
intuitive,0.771,0.573,0.69,0
intuitively,0.67,0.561,0.648,0
inundation,0.177,0.78,0.455,0
invade,0.408,0.892,0.714,0
invader,0.2,0.827,0.618,0
invalid,0.18,0.33,0.255,0
invalidate,0.315,0.48,0.397,0
invalidation,0.181,0.49,0.278,0
invalidity,0.186,0.394,0.158,0
invaluable,0.74,0.5,0.745,0
invariably,0.458,0.365,0.55,0
invasion,0.271,0.843,0.808,0
invasive,0.194,0.73,0.598,0
invent,0.719,0.689,0.833,0
invention,0.714,0.577,0.811,0
inventive,0.78,0.627,0.721,0
inventor,0.781,0.667,0.847,0
inventory,0.594,0.463,0.49,0
inverse,0.459,0.337,0.319,0
inversely,0.286,0.418,0.351,0
inversion,0.602,0.63,0.772,0
invert,0.51,0.585,0.706,0
inverted,0.31,0.471,0.357,0
invest,0.65,0.663,0.682,0
investigate,0.64,0.5,0.781,0
investigation,0.531,0.592,0.82,0
investigative,0.562,0.6,0.704,0
investigator,0.615,0.509,0.779,0
investment,0.72,0.592,0.745,0
investor,0.794,0.655,0.791,0
invidious,0.112,0.65,0.364,0
invigorate,0.821,0.798,0.831,0
invincible,0.867,0.853,0.914,0
invisibility,0.438,0.461,0.382,0
invisible,0.417,0.345,0.412,0
invitation,0.802,0.549,0.647,0
invite,0.745,0.655,0.611,0
inviting,0.938,0.571,0.538,0
invocation,0.43,0.62,0.673,0
invoice,0.48,0.38,0.474,0
invoke,0.583,0.74,0.579,0
involuntary,0.354,0.49,0.231,0
involution,0.296,0.42,0.407,0
involve,0.694,0.49,0.728,0
involvement,0.76,0.62,0.696,0
invulnerable,0.552,0.683,0.745,0
inwards,0.49,0.385,0.438,0
iodine,0.39,0.265,0.333,0
ion,0.429,0.33,0.408,1
iota,0.344,0.385,0.314,0
irate,0.188,0.852,0.474,1
ire,0.198,0.74,0.575,1
iridescent,0.602,0.588,0.539,0
iris,0.708,0.275,0.38,0
irked,0.164,0.791,0.353,1
irks,0.276,0.781,0.339,1
iron,0.448,0.351,0.679,0
ironclad,0.561,0.648,0.679,0
ironic,0.435,0.55,0.5,0
irons,0.531,0.441,0.625,0
irony,0.39,0.587,0.508,0
irradiation,0.385,0.736,0.509,0
irrational,0.125,0.648,0.394,0
irrationality,0.198,0.735,0.361,0
irreconcilable,0.146,0.667,0.375,0
irreducible,0.296,0.455,0.569,0
irrefutable,0.496,0.549,0.716,0
irregular,0.312,0.548,0.321,0
irregularity,0.104,0.647,0.306,0
irregularly,0.292,0.565,0.397,0
irrelevant,0.138,0.311,0.296,0
irreparable,0.061,0.53,0.43,0
irreplaceable,0.479,0.58,0.833,0
irrepressible,0.512,0.566,0.745,0
irresistible,0.823,0.833,0.839,0
irrespective,0.497,0.538,0.745,0
irresponsible,0.177,0.68,0.241,0
irreverent,0.191,0.694,0.634,0
irreversible,0.17,0.541,0.667,0
irrevocable,0.296,0.56,0.712,0
irrigate,0.272,0.458,0.49,0
irrigation,0.259,0.426,0.426,0
irritability,0.146,0.853,0.283,0
irritable,0.112,0.952,0.462,0
irritate,0.167,0.89,0.368,1
irritated,0.21,0.816,0.281,1
irritates,0.173,0.81,0.295,0
irritating,0.104,0.912,0.393,1
irritation,0.073,0.833,0.496,0
island,0.745,0.347,0.432,0
isle,0.667,0.39,0.443,0
islet,0.612,0.314,0.367,0
isolate,0.235,0.422,0.336,0
isolated,0.221,0.356,0.255,0
isolation,0.198,0.338,0.339,0
isomorphism,0.448,0.361,0.481,0
isothermal,0.459,0.491,0.5,0
isotope,0.429,0.404,0.407,0
issue,0.316,0.819,0.351,0
itch,0.319,0.61,0.465,1
itching,0.208,0.69,0.3,1
itchy,0.334,0.726,0.296,0
item,0.594,0.27,0.465,1
itemize,0.459,0.527,0.518,0
items,0.542,0.401,0.434,0
iterate,0.449,0.46,0.44,0
iteration,0.531,0.449,0.486,0
iterative,0.429,0.42,0.5,0
itinerant,0.449,0.545,0.439,0
itinerary,0.551,0.55,0.454,0
ivory,0.625,0.235,0.566,0
jab,0.385,0.519,0.482,0
jabber,0.417,0.506,0.342,0
jack,0.487,0.45,0.441,0
jackal,0.333,0.582,0.436,0
jackass,0.188,0.692,0.279,0
jacket,0.656,0.302,0.382,0
jackhammer,0.199,0.69,0.519,0
jackpot,0.95,0.75,0.786,0
jackrabbit,0.625,0.379,0.344,0
jacks,0.49,0.4,0.505,0
jade,0.604,0.41,0.455,0
jaded,0.255,0.56,0.4,0
jag,0.408,0.44,0.427,0
jagged,0.082,0.462,0.213,0
jaguar,0.559,0.71,0.654,0
jail,0.094,0.898,0.48,0
jailbird,0.24,0.567,0.473,0
jailbreak,0.354,0.629,0.471,0
jailer,0.194,0.63,0.632,0
jailhouse,0.104,0.887,0.43,0
jalopy,0.396,0.436,0.337,0
jam,0.51,0.548,0.318,1
jamboree,0.602,0.625,0.351,0
jammed,0.235,0.817,0.411,0
jammer,0.417,0.54,0.491,0
janitor,0.51,0.35,0.527,0
janitorial,0.49,0.373,0.481,0
japan,0.667,0.482,0.58,0
jar,0.43,0.346,0.318,0
jargon,0.333,0.548,0.404,0
jarhead,0.408,0.53,0.464,0
jarring,0.21,0.673,0.309,0
jasmine,0.765,0.23,0.286,0
jasper,0.48,0.425,0.402,0
jaundice,0.214,0.48,0.355,0
jaunt,0.808,0.451,0.5,0
java,0.459,0.321,0.343,0
javelin,0.385,0.481,0.465,0
jaw,0.5,0.51,0.42,0
jawbone,0.468,0.413,0.342,0
jaws,0.385,0.528,0.455,0
jay,0.531,0.408,0.389,0
jazz,0.677,0.362,0.45,0
jazzy,0.725,0.431,0.389,0
jealous,0.173,0.855,0.345,0
jealousy,0.146,0.783,0.481,0
jean,0.602,0.444,0.364,0
jeans,0.622,0.324,0.371,0
jeep,0.602,0.51,0.612,0
jeering,0.266,0.792,0.38,0
jelly,0.651,0.294,0.256,0
jellybean,0.592,0.406,0.399,0
jellyfish,0.531,0.567,0.377,0
jenny,0.542,0.406,0.407,0
jeopardize,0.26,0.877,0.582,0
jeopardy,0.129,0.908,0.536,0
jerk,0.194,0.63,0.238,1
jerks,0.214,0.788,0.395,0
jerky,0.233,0.538,0.358,0
jersey,0.594,0.317,0.411,0
jest,0.52,0.736,0.222,0
jester,0.388,0.67,0.264,0
jesus,0.8,0.4,0.62,0
jet,0.612,0.721,0.606,0
jetty,0.602,0.48,0.453,0
jewel,0.827,0.588,0.625,0
jeweler,0.76,0.482,0.5,0
jewelry,0.823,0.569,0.597,0
jib,0.406,0.42,0.413,0
jiff,0.576,0.404,0.349,0
jiffy,0.41,0.444,0.38,0
jig,0.531,0.396,0.357,0
jiggle,0.592,0.673,0.518,0
jigsaw,0.594,0.582,0.519,0
jihad,0.323,0.66,0.444,0
jimmy,0.579,0.321,0.311,0
jingle,0.635,0.5,0.424,0
jinx,0.337,0.582,0.373,0
jitters,0.224,0.918,0.192,0
jittery,0.344,0.856,0.255,0
jive,0.561,0.551,0.373,0
job,0.694,0.541,0.717,0
jobinterview,0.684,0.837,0.723,0
jock,0.592,0.656,0.473,0
jockey,0.562,0.644,0.703,0
jockstrap,0.347,0.431,0.39,0
jog,0.51,0.708,0.519,0
jogger,0.417,0.51,0.424,0
john,0.562,0.382,0.327,0
join,0.729,0.479,0.684,0
joined,0.667,0.394,0.6,0
joining,0.755,0.469,0.685,0
joint,0.615,0.392,0.566,0
jointly,0.708,0.425,0.602,0
joke,0.704,0.61,0.316,0
joker,0.771,0.76,0.416,0
joking,0.776,0.839,0.407,0
jolly,0.959,0.705,0.708,1
jolt,0.365,0.708,0.358,0
jornada,0.417,0.5,0.533,0
jot,0.406,0.323,0.35,0
jour,0.479,0.394,0.415,0
journal,0.688,0.24,0.352,0
journalism,0.622,0.5,0.684,0
journalist,0.542,0.452,0.732,0
journalistic,0.696,0.449,0.495,0
journey,0.91,0.702,0.625,0
journeyman,0.765,0.596,0.741,0
joust,0.52,0.528,0.551,0
jovial,0.823,0.46,0.526,0
joy,0.98,0.824,0.794,1
joyful,0.99,0.74,0.667,1
joyous,0.958,0.58,0.728,0
joyride,0.694,0.55,0.5,0
joys,0.981,0.643,0.651,0
jubilant,0.844,0.673,0.664,1
jubilee,0.916,0.5,0.579,0
judge,0.51,0.604,0.857,0
judged,0.281,0.686,0.722,0
judging,0.24,0.625,0.693,0
judgment,0.396,0.6,0.816,0
judgmental,0.33,0.602,0.579,0
judicial,0.378,0.667,0.833,0
judiciary,0.439,0.74,0.897,0
judicious,0.63,0.432,0.772,0
judo,0.5,0.79,0.612,0
jug,0.52,0.25,0.213,0
juggle,0.594,0.76,0.426,0
juggler,0.633,0.821,0.48,0
juggling,0.562,0.874,0.346,0
jugular,0.271,0.573,0.426,0
juice,0.776,0.281,0.352,0
juicer,0.552,0.52,0.564,0
juicy,0.823,0.529,0.49,0
juju,0.541,0.519,0.206,0
juke,0.5,0.491,0.41,0
jukebox,0.699,0.54,0.429,0
jumble,0.357,0.613,0.331,0
jumbled,0.292,0.602,0.445,0
jumbo,0.68,0.552,0.447,0
jump,0.625,0.865,0.611,0
jump rope,0.656,0.66,0.368,0
jumper,0.615,0.336,0.481,0
jumpsuit,0.562,0.365,0.361,0
jumpy,0.353,0.81,0.216,0
junction,0.49,0.481,0.364,0
juncture,0.365,0.582,0.491,0
jungle,0.5,0.51,0.481,0
junior,0.635,0.343,0.304,0
juniper,0.583,0.327,0.352,0
junk,0.115,0.481,0.118,0
junket,0.49,0.519,0.386,0
junkie,0.135,0.86,0.363,0
junky,0.385,0.595,0.343,0
junkyard,0.177,0.398,0.302,0
junta,0.451,0.503,0.704,0
juridical,0.52,0.431,0.873,0
jurisdiction,0.48,0.58,0.82,0
jurisprudence,0.36,0.425,0.764,0
jurist,0.479,0.523,0.713,0
juror,0.582,0.64,0.75,0
jury,0.479,0.607,0.789,1
justice,0.76,0.538,0.787,0
justifiable,0.786,0.413,0.821,0
justification,0.622,0.444,0.661,0
justify,0.612,0.473,0.615,0
juststop,0.417,0.379,0.364,0
justthebeginning,0.573,0.451,0.481,0
jute,0.551,0.216,0.295,0
juvenile,0.678,0.49,0.526,0
juxtaposition,0.427,0.5,0.46,0
kaiser,0.47,0.509,0.69,0
kale,0.469,0.226,0.411,0
kaleidoscope,0.615,0.439,0.58,0
kamikaze,0.204,0.81,0.645,0
kangaroo,0.716,0.333,0.301,0
kanji,0.51,0.413,0.425,0
kappa,0.469,0.375,0.366,0
kaput,0.281,0.441,0.44,0
karaoke,0.763,0.649,0.342,0
karate,0.562,0.833,0.598,0
karma,0.5,0.51,0.537,0
karmic,0.357,0.459,0.464,0
kayak,0.592,0.6,0.364,0
kazoo,0.503,0.462,0.411,0
kebab,0.531,0.431,0.377,0
keel,0.344,0.417,0.419,0
keen,0.823,0.719,0.806,0
keep,0.714,0.296,0.547,0
keeper,0.612,0.457,0.773,0
keeping,0.592,0.28,0.723,0
keepsake,0.74,0.307,0.491,0
keg,0.551,0.389,0.404,0
kelp,0.479,0.264,0.213,0
ken,0.438,0.409,0.36,1
kennel,0.43,0.48,0.406,0
kerchief,0.52,0.189,0.236,0
kern,0.438,0.42,0.449,0
kernel,0.542,0.453,0.462,0
kerosene,0.302,0.472,0.427,0
ketchup,0.653,0.338,0.282,0
kettle,0.357,0.497,0.333,0
key,0.615,0.275,0.519,0
keyboard,0.573,0.279,0.349,0
keyed,0.469,0.497,0.521,0
keyhole,0.438,0.358,0.356,0
keynote,0.63,0.431,0.545,0
keypad,0.604,0.255,0.33,0
keystone,0.573,0.438,0.491,0
keyword,0.602,0.52,0.747,0
khaki,0.594,0.252,0.278,0
khan,0.463,0.476,0.529,0
kibble,0.51,0.458,0.404,0
kick,0.271,0.791,0.526,0
kickboxing,0.427,0.882,0.651,0
kicker,0.427,0.711,0.614,0
kicking,0.327,0.802,0.51,0
kickoff,0.583,0.6,0.629,0
kid,0.76,0.453,0.298,0
kidder,0.708,0.768,0.471,0
kidding,0.622,0.625,0.457,0
kiddo,0.674,0.393,0.419,0
kiddos,0.5,0.48,0.342,0
kidnap,0.032,0.923,0.535,0
kidnapped,0.044,0.923,0.455,0
kidnapper,0.115,0.906,0.618,0
kidnapping,0.094,0.88,0.561,0
kidney,0.448,0.363,0.38,0
kids,0.837,0.5,0.417,0
kill,0.052,0.941,0.736,1
killer,0.041,0.971,0.543,0
killing,0.08,0.959,0.696,1
killjoy,0.178,0.55,0.324,0
kiln,0.451,0.423,0.414,0
kilo,0.438,0.358,0.461,0
kilogram,0.51,0.26,0.455,0
kilometer,0.49,0.439,0.485,0
kilt,0.448,0.346,0.348,0
kimono,0.643,0.28,0.363,0
kin,0.543,0.441,0.457,0
kind,0.918,0.24,0.618,0
kindergarten,0.833,0.462,0.308,0
kindling,0.52,0.651,0.421,0
kindness,0.938,0.35,0.508,0
kindred,0.76,0.418,0.517,0
kinematics,0.594,0.48,0.614,0
kinesiology,0.491,0.48,0.633,0
kinetic,0.582,0.54,0.537,0
king,0.677,0.69,0.892,1
king snake,0.458,0.835,0.647,0
kingdom,0.714,0.547,0.91,0
kingpin,0.357,0.626,0.642,0
kink,0.337,0.634,0.321,0
kinky,0.449,0.558,0.361,0
kinship,0.771,0.3,0.652,0
kiosk,0.5,0.286,0.321,0
kirk,0.51,0.39,0.388,0
kiss,0.967,0.813,0.63,0
